LISTADO ACIDENTES DONDE INTERVIENEN BICICLETAS MENSUAL;;;;ENERO  - MAYO 2017;;;
23/03/2017 0:00;DE 9:00 A 9:59;1;PUENTE DE VALLECAS            ;CALLE DE MOHERNANDO - CALLE DE PIO FELIPE                                                           ;;COLISIÓN DOBLE                          ;BICICLETA  
23/03/2017 0:00;DE 21:00 A 21:59;1;ARGANZUELA                    ;PASEO DE SANTA MARIA DE LA CABEZA                                                                 ;23;CAÍDA BICICLETA                         ;BICICLETA  
24/03/2017 0:00;DE 21:00 A 21:59;1;CIUDAD LINEAL                 ;CALLE DE ALCALA                                                                                   ;413;COLISIÓN DOBLE                          ;BICICLETA  
25/03/2017 0:00;DE 8:00 A 8:59;1;ARGANZUELA                    ;PASEO DE YESERIAS                                                                                 ;29;CAÍDA BICICLETA                         ;BICICLETA  
26/03/2017 0:00;DE 16:00 A 16:59;1;TETUAN                        ;CALLE DE BRAVO MURILLO                                                                            ;299;ATROPELLO                               ;BICICLETA  
27/03/2017 0:00;DE 19:00 A 19:59;1;RETIRO                        ;PARQUE DEL RETIRO - PASEO DEL FERNAN NUÑEZ                                                          ;;ATROPELLO                               ;BICICLETA  
28/03/2017 0:00;DE 14:00 A 14:59;1;CARABANCHEL                   ;AVENIDA DE LA PESETA - CALLE DEL LUIS DE ORO                                                        ;;COLISIÓN DOBLE                          ;BICICLETA  
29/03/2017 0:00;DE 16:00 A 16:59;1;HORTALEZA                     ;CALLE DE BELISANA                                                                                 ;17;COLISIÓN DOBLE                          ;BICICLETA  
30/03/2017 0:00;DE 11:00 A 11:59;1;HORTALEZA                     ;CALLE DE LUIS MARTINEZ FEDUCHI                                                                    ;1;COLISIÓN DOBLE                          ;BICICLETA  
31/03/2017 0:00;DE 7:00 A 7:59;1;CHAMBERI                      ;CALLE DE ZURBANO - PASEO DE EDUARDO DATO                                                            ;;ATROPELLO                               ;BICICLETA  
31/03/2017 0:00;DE 17:00 A 17:59;2;ARGANZUELA                    ;CALLE DE RAFAEL DE RIEGO                                                                          ;46;COLISIÓN DOBLE                          ;BICICLETA  
01/04/2017 0:00;DE 13:00 A 13:59;1;SALAMANCA                     ;CALLE DE ALCALA                                                                                   ;160;CAÍDA BICICLETA                         ;BICICLETA  
02/04/2017 0:00;DE 16:00 A 16:59;2;VILLA DE VALLECAS             ;CALLE DE AMALIA MARCOS - CALLE DEL PUERTO DE PORZUNA                                                ;;COLISIÓN DOBLE                          ;BICICLETA  
02/04/2017 0:00;DE 17:00 A 17:59;1;CENTRO                        ;CALLE DE SEGOVIA                                                                                  ;1;CAÍDA BICICLETA                         ;BICICLETA  
02/04/2017 0:00;DE 20:00 A 20:59;1;CIUDAD LINEAL                 ;CALLE DE LEDESMA - CALLE DE SERVANDO BATANERO                                                       ;;COLISIÓN DOBLE                          ;BICICLETA  
03/04/2017 0:00;DE 11:00 A 11:59;1;MONCLOA-ARAVACA               ;CALLE DE LA SENDA DEL REY                                                                           ;;CAÍDA BICICLETA                         ;BICICLETA  
03/04/2017 0:00;DE 12:00 A 12:59;1;SALAMANCA                     ;CALLE DE CLAUDIO COELLO - CALLE DE JUAN BRAVO                                                       ;;COLISIÓN DOBLE                          ;BICICLETA  
04/04/2017 0:00;DE 11:00 A 11:59;1;ARGANZUELA                    ;CALLE DEL PUENTE DE SEGOVIA - PASEO DE LA VIRGEN DEL PUERTO                                         ;;CAÍDA BICICLETA                         ;BICICLETA  
05/04/2017 0:00;DE 7:00 A 7:59;1;RETIRO                        ;AVENIDA DEL MEDITERRANEO                                                                          ;28;COLISIÓN DOBLE                          ;BICICLETA  
05/04/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE  GRAN VIA - CALLE DE SAN BERNARDO                                                             ;;COLISIÓN DOBLE                          ;BICICLETA  
06/04/2017 0:00;DE 16:00 A 16:59;1;CARABANCHEL                   ;CALLE DEL GENERAL RICARDOS                                                                        ;37;COLISIÓN DOBLE                          ;BICICLETA  
06/04/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE DE CARRETAS                                                                                 ;7;CAÍDA BICICLETA                         ;BICICLETA  
07/04/2017 0:00;DE 1:00 A 1:59;1;ARGANZUELA                    ;PLAZA DEL EMPERADOR CARLOS V - RONDA DE ATOCHA                                                      ;;CAÍDA BICICLETA                         ;BICICLETA  
07/04/2017 0:00;DE 11:00 A 11:59;1;MONCLOA-ARAVACA               ;CARRETERA DE LA CIUDAD UNIVERSITARIA KM.                                                            ;1;CAÍDA BICICLETA                         ;BICICLETA  
07/04/2017 0:00;DE 14:00 A 14:59;1;RETIRO                        ;PASEO DEL PRADO                                                                                   ;1;CAÍDA BICICLETA                         ;BICICLETA  
07/04/2017 0:00;DE 14:00 A 14:59;1;TETUAN                        ;CALLE DE BERRUGUETE                                                                               ;51;ATROPELLO                               ;BICICLETA  
07/04/2017 0:00;DE 21:00 A 21:59;1;TETUAN                        ;CALLE DE BRAVO MURILLO                                                                            ;137;CHOQUE CON OBJETO FIJO                  ;BICICLETA  
07/04/2017 0:00;DE 23:00 A 23:59;1;CHAMBERI                      ;CALLE DE FRANCISCO DE ROJAS - CALLE DE NICASIO GALLEGO                                              ;;CAÍDA BICICLETA                         ;BICICLETA  
08/04/2017 0:00;DE 12:00 A 12:59;2;USERA                         ;CAMINO DE PERALES                                                                                 ;20;ATROPELLO                               ;BICICLETA  
09/04/2017 0:00;DE 16:00 A 16:59;1;CARABANCHEL                   ;PARQUE DE MADRID RIO (RIBERA OESTE) KM.                                                             ;5800;CAÍDA BICICLETA                         ;BICICLETA  
09/04/2017 0:00;DE 19:00 A 19:59;1;RETIRO                        ;PARQUE DEL RETIRO                                                                                   ;;ATROPELLO                               ;BICICLETA  
10/04/2017 0:00;DE 17:00 A 17:59;2;MONCLOA-ARAVACA               ;PARQUE DE MADRID RIO (RIBERA ESTE) KM.                                                              ;1800;ATROPELLO                               ;BICICLETA  
10/04/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE DE TORRECILLA DEL LEAL - CALLE DEL OLMO                                                       ;;COLISIÓN DOBLE                          ;BICICLETA  
10/04/2017 0:00;DE 22:00 A 22:59;1;SAN BLAS                      ;AVENIDA DE LUIS ARAGONÉS                                                                          ;4;ATROPELLO                               ;BICICLETA  
11/04/2017 0:00;DE 14:00 A 14:59;1;SAN BLAS                      ;CALLE DE CAMPEZO                                                                                  ;16;COLISIÓN DOBLE                          ;BICICLETA  
12/04/2017 0:00;DE 16:00 A 16:59;1;CENTRO                        ;CALLE DE HORTALEZA - CALLE DE MEJIA LEQUERICA                                                       ;;CAÍDA BICICLETA                         ;BICICLETA  
12/04/2017 0:00;DE 19:00 A 19:59;1;CHAMBERI                      ;CALLE DE LUCHANA - CALLE DE SANTA ENGRACIA                                                          ;;ATROPELLO                               ;BICICLETA  
12/04/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;PASEO DE RECOLETOS                                                                                ;25;CAÍDA VIAJERO BUS                       ;BICICLETA  
13/04/2017 0:00;DE 6:00 A 6:59;1;TETUAN                        ;CALLE DE SINESIO DELGADO - CALLE DEL CAPITAN BLANCO ARGIBAY                                         ;;CAÍDA BICICLETA                         ;BICICLETA  
13/04/2017 0:00;DE 14:00 A 14:59;1;HORTALEZA                     ;CALLE DE JULIO CARO BAROJA - CAMINO DEL VALDEBEBAS                                                  ;;CAÍDA BICICLETA                         ;BICICLETA  
13/04/2017 0:00;DE 15:00 A 15:59;1;CHAMBERI                      ;CALLE DE ALMAGRO                                                                                  ;34;CAÍDA BICICLETA                         ;BICICLETA  
14/04/2017 0:00;DE 18:00 A 18:59;1;BARAJAS                       ;AVENIDA DE LOGROÑO - CALLE DE TINTIN Y MILU                                                         ;;COLISIÓN DOBLE                          ;BICICLETA  
15/04/2017 0:00;DE 5:00 A 5:59;1;CHAMBERI                      ;CALLE DE SANTA ENGRACIA                                                                           ;106;CAÍDA BICICLETA                         ;BICICLETA  
15/04/2017 0:00;DE 6:00 A 6:59;1;ARGANZUELA                    ;PASEO DE LAS DELICIAS - PLAZA DE LUCA DE TENA                                                       ;;COLISIÓN DOBLE                          ;BICICLETA  
15/04/2017 0:00;DE 11:00 A 11:59;2;HORTALEZA                     ;CARRIL  ANILLO VERDE CICLISTA KM.                                                                   ;7200;ATROPELLO                               ;BICICLETA  
15/04/2017 0:00;DE 14:00 A 14:59;1;CHAMBERI                      ;PLAZA DE ALONSO MARTINEZ                                                                          ;3;CAÍDA BICICLETA                         ;BICICLETA  
16/04/2017 0:00;DE 17:00 A 17:59;1;MONCLOA-ARAVACA               ;CALLE DE ANA TERESA - CALLE DE ANTONIO SANFIZ                                                       ;;COLISIÓN DOBLE                          ;BICICLETA  
17/04/2017 0:00;DE 16:00 A 16:59;1;CENTRO                        ;CALLE DEL PUENTE DE SEGOVIA                                                                         ;;CAÍDA BICICLETA                         ;BICICLETA  
20/04/2017 0:00;DE 23:00 A 23:59;1;CENTRO                        ;CALLE DEL OLIVAR                                                                                  ;31;CAÍDA BICICLETA                         ;BICICLETA  
21/04/2017 0:00;DE 16:00 A 16:59;1;CARABANCHEL                   ;AVENIDA DE LA PRINCESA JUANA DE AUSTRIA - AVENIDA DE LOS POBLADOS                                   ;;COLISIÓN DOBLE                          ;BICICLETA  
21/04/2017 0:00;DE 18:00 A 18:59;1;MORATALAZ                     ;CALLE DE JOSE BERGAMIN                                                                            ;30;CAÍDA BICICLETA                         ;BICICLETA  
22/04/2017 0:00;DE 14:00 A 14:59;1;CHAMARTIN                     ;CALLE DEL PRINCIPE DE VERGARA - PLAZA DE LA REPUBLICA DEL ECUADOR                                   ;;COLISIÓN DOBLE                          ;BICICLETA  
22/04/2017 0:00;DE 22:00 A 22:59;1;CENTRO                        ;PASEO DEL PRADO                                                                                   ;48;CAÍDA BICICLETA                         ;BICICLETA  
22/04/2017 0:00;DE 23:00 A 23:59;1;SALAMANCA                     ;CALLE DE DIEGO DE LEON - CALLE DE FRANCISCO SILVELA                                                 ;;COLISIÓN DOBLE                          ;BICICLETA  
23/04/2017 0:00;DE 9:00 A 9:59;1;VILLAVERDE                    ;CALLE DE LA COALICION - CALLE DE LA UNANIMIDAD                                                      ;;COLISIÓN DOBLE                          ;BICICLETA  
23/04/2017 0:00;DE 14:00 A 14:59;1;PUENTE DE VALLECAS            ;AVENIDA DE MIGUEL HERNANDEZ - CALLE DE RAFAEL FERNANDEZ HIJICOS                                     ;;CAÍDA BICICLETA                         ;BICICLETA  
23/04/2017 0:00;DE 16:00 A 16:59;1;FUENCARRAL-EL PARDO           ;CALLE DE GABRIELA MISTRAL - CALLE DEL ARROYO DEL MONTE                                              ;;COLISIÓN DOBLE                          ;BICICLETA  
24/04/2017 0:00;DE 12:00 A 12:59;1;BARAJAS                       ;PARQUE DE JUAN CARLOS I                                                                           ;1;CAÍDA BICICLETA                         ;BICICLETA  
24/04/2017 0:00;DE 16:00 A 16:59;1;SALAMANCA                     ;CALLE DE CLAUDIO COELLO - CALLE DE GOYA                                                             ;;COLISIÓN DOBLE                          ;BICICLETA  
25/04/2017 0:00;DE 14:00 A 14:59;1;MONCLOA-ARAVACA               ;PASEO DEL EMBARCADERO                                                                             ;6;COLISIÓN DOBLE                          ;BICICLETA  
26/04/2017 0:00;DE 20:00 A 20:59;1;SALAMANCA                     ;CALLE DEL ALCALDE SAINZ DE BARANDA                                                                ;92;COLISIÓN DOBLE                          ;BICICLETA  
27/04/2017 0:00;DE 14:00 A 14:59;1;CARABANCHEL                   ;CALLE DE LOS HERMANOS DEL MORAL - CALLE DEL GENERAL RICARDOS                                        ;;COLISIÓN DOBLE                          ;BICICLETA  
28/04/2017 0:00;DE 15:00 A 15:59;1;RETIRO                        ;CALLE DEL DOCTOR ESQUERDO                                                                         ;62;CAÍDA BICICLETA                         ;BICICLETA  
01/05/2017 0:00;DE 13:00 A 13:59;2;FUENCARRAL-EL PARDO           ;AVENIDA DEL MONASTERIO DE SILOS                                                                   ;14;COLISIÓN DOBLE                          ;BICICLETA  
01/05/2017 0:00;DE 16:00 A 16:59;1;RETIRO                        ;PLAZA DE LA LEALTAD                                                                               ;5;CAÍDA BICICLETA                         ;BICICLETA  
02/05/2017 0:00;DE 11:00 A 11:59;1;SAN BLAS                      ;CALLE DE ALCALA - CALLE DE VALENTIN BEATO                                                           ;;CAÍDA BICICLETA                         ;BICICLETA  
02/05/2017 0:00;DE 12:00 A 12:59;1;FUENCARRAL-EL PARDO           ;CALLE DE LABAJOS                                                                                  ;4;COLISIÓN DOBLE                          ;BICICLETA  
03/05/2017 0:00;DE 00:00 A 00:59;1;CENTRO                        ;CALLE DE SAN ANDRES - CALLE DEL ESPIRITU SANTO                                                      ;;CAÍDA BICICLETA                         ;BICICLETA  
03/05/2017 0:00;DE 15:00 A 15:59;1;CENTRO                        ;CALLE DE ALCALA - CALLE DEL MARQUES DE CASA RIERA                                                   ;;COLISIÓN DOBLE                          ;BICICLETA  
04/05/2017 0:00;DE 10:00 A 10:59;1;ARGANZUELA                    ;CALLE DE BERNARDINO OBREGON - CALLE DE PALOS DE LA FRONTERA                                         ;;COLISIÓN DOBLE                          ;BICICLETA  
04/05/2017 0:00;DE 16:00 A 16:59;1;FUENCARRAL-EL PARDO           ;AVENIDA DEL PALACIO - CARRETERA DE PARDO A FUENCARRAL                                               ;;COLISIÓN DOBLE                          ;BICICLETA  
04/05/2017 0:00;DE 17:00 A 17:59;1;CIUDAD LINEAL                 ;CALLE DE ARTURO SORIA                                                                             ;65;CAÍDA BICICLETA                         ;BICICLETA  
05/05/2017 0:00;DE 13:00 A 13:59;1;LATINA                        ;CALLE DE ILLESCAS - CALLE DE VALMOJADO                                                              ;;COLISIÓN DOBLE                          ;BICICLETA  
06/05/2017 0:00;DE 10:00 A 10:59;1;CHAMBERI                      ;CALLE DE JOSE ABASCAL                                                                             ;48;CAÍDA BICICLETA                         ;BICICLETA  
06/05/2017 0:00;DE 13:00 A 13:59;1;HORTALEZA                     ;CALLE DEL PINTOR LUCIO MUÑOZ                                                                      ;17;COLISIÓN DOBLE                          ;BICICLETA  
06/05/2017 0:00;DE 18:00 A 18:59;2;HORTALEZA                     ;AVENIDA DE LOS MADROÑOS                                                                           ;15;COLISIÓN DOBLE                          ;BICICLETA  
06/05/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE  MAYOR                                                                                      ;84;CAÍDA BICICLETA                         ;BICICLETA  
07/05/2017 0:00;DE 9:00 A 9:59;2;FUENCARRAL-EL PARDO           ;AVENIDA DEL MONASTERIO DE SILOS - VIA  FERROCARRIL DE MIRASIERRA                                    ;;COLISIÓN DOBLE                          ;BICICLETA  
07/05/2017 0:00;DE 16:00 A 16:59;1;CENTRO                        ;CARRERA DE SAN JERONIMO                                                                           ;34;CAÍDA BICICLETA                         ;BICICLETA  
07/05/2017 0:00;DE 20:00 A 20:59;1;CENTRO                        ;CALLE DE LAS INFANTAS - CALLE DEL CLAVEL                                                            ;;COLISIÓN DOBLE                          ;BICICLETA  
07/05/2017 0:00;DE 21:00 A 21:59;1;MONCLOA-ARAVACA               ;PARQUE DE LA CASA DE CAMPO                                                                          ;;COLISIÓN DOBLE                          ;BICICLETA  
08/05/2017 0:00;DE 19:00 A 19:59;1;RETIRO                        ;AVENIDA DE LA CIUDAD DE BARCELONA - CALLE DE SECO                                                   ;;ATROPELLO                               ;BICICLETA  
08/05/2017 0:00;DE 19:00 A 19:59;1;CENTRO                        ;CALLE DE ARGUMOSA - RONDA DE ATOCHA                                                                 ;;COLISIÓN DOBLE                          ;BICICLETA  
08/05/2017 0:00;DE 20:00 A 20:59;1;SAN BLAS                      ;CALLE DE ALCALA - CALLE DE CRONOS                                                                   ;;COLISIÓN DOBLE                          ;BICICLETA  
08/05/2017 0:00;DE 20:00 A 20:59;1;CHAMARTIN                     ;CALLE DE LOPEZ DE HOYOS                                                                           ;141;ATROPELLO                               ;BICICLETA  
09/05/2017 0:00;DE 10:00 A 10:59;1;FUENCARRAL-EL PARDO           ;AVENIDA DE SANTO DOMINGO DE LA CALZADA - AVENIDA DEL CAMINO DE SANTIAGO                             ;;COLISIÓN DOBLE                          ;BICICLETA  
09/05/2017 0:00;DE 13:00 A 13:59;1;MONCLOA-ARAVACA               ;CALLE DE ANICETO MARINAS                                                                          ;16;CAÍDA BICICLETA                         ;BICICLETA  
09/05/2017 0:00;DE 21:00 A 21:59;1;SALAMANCA                     ;PASEO DE LA CASTELLANA                                                                            ;46;CAÍDA BICICLETA                         ;BICICLETA  
09/05/2017 0:00;DE 21:00 A 21:59;1;ARGANZUELA                    ;CALLE DE LA ANTRACITA                                                                             ;10;COLISIÓN DOBLE                          ;BICICLETA  
10/05/2017 0:00;DE 1:00 A 1:59;1;ARGANZUELA                    ;PASEO DE SANTA MARIA DE LA CABEZA                                                                 ;8;CAÍDA BICICLETA                         ;BICICLETA  
10/05/2017 0:00;DE 8:00 A 8:59;1;CENTRO                        ;CALLE DE ATOCHA                                                                                   ;107;COLISIÓN DOBLE                          ;BICICLETA  
10/05/2017 0:00;DE 12:00 A 12:59;1;ARGANZUELA                    ;PASEO DE SANTA MARIA DE LA CABEZA - PLAZA DEL EMPERADOR CARLOS V                                    ;;COLISIÓN DOBLE                          ;BICICLETA  
10/05/2017 0:00;DE 14:00 A 14:59;1;RETIRO                        ;CALLE DE ALFONSO XII                                                                              ;8;CAÍDA BICICLETA                         ;BICICLETA  
10/05/2017 0:00;DE 22:00 A 22:59;1;TETUAN                        ;CALLE DE ALONSO CANO - CALLE DE CRISTOBAL BORDIU                                                    ;;COLISIÓN DOBLE                          ;BICICLETA  
10/05/2017 0:00;DE 23:00 A 23:59;1;CHAMARTIN                     ;AVENIDA DE ALBERTO ALCOCER - CALLE DEL PADRE DAMIAN                                                 ;;COLISIÓN DOBLE                          ;BICICLETA  
11/05/2017 0:00;DE 2:00 A 2:59;1;TETUAN                        ;CALLE DEL MARQUES DE VIANA - PASEO DE LA DIRECCION                                                  ;;CAÍDA BICICLETA                         ;BICICLETA  
12/05/2017 0:00;DE 7:00 A 7:59;1;CARABANCHEL                   ;CALLE DEL GENERAL MARTIN CEREZO - CALLE DEL GENERAL RICARDOS                                        ;;COLISIÓN DOBLE                          ;BICICLETA  
12/05/2017 0:00;DE 10:00 A 10:59;1;SAN BLAS                      ;CALLE DE JULIAN CAMARILLO                                                                         ;46;COLISIÓN DOBLE                          ;BICICLETA  
12/05/2017 0:00;DE 12:00 A 12:59;1;LATINA                        ;AVENIDA DEL GENERAL FANJUL                                                                        ;63;CAÍDA BICICLETA                         ;BICICLETA  
12/05/2017 0:00;DE 14:00 A 14:59;1;CIUDAD LINEAL                 ;CALLE DE ALCALA - CALLE DEL DOCTOR VALLEJO                                                          ;;COLISIÓN DOBLE                          ;BICICLETA  
12/05/2017 0:00;DE 16:00 A 16:59;1;MONCLOA-ARAVACA               ;AVENIDA  COMPLUTENSE                                                                              ;12;CAÍDA BICICLETA                         ;BICICLETA  
13/05/2017 0:00;DE 21:00 A 21:59;1;RETIRO                        ;PARQUE DEL RETIRO                                                                                   ;;CAÍDA BICICLETA                         ;BICICLETA  
14/05/2017 0:00;DE 15:00 A 15:59;1;PUENTE DE VALLECAS            ;AVENIDA DE LA ALBUFERA                                                                            ;272;CAÍDA BICICLETA                         ;BICICLETA  
14/05/2017 0:00;DE 17:00 A 17:59;1;MONCLOA-ARAVACA               ;CARRETERA DEL ZARZON - PASEO DE LA VENTA                                                            ;;CAÍDA BICICLETA                         ;BICICLETA  
14/05/2017 0:00;DE 20:00 A 20:59;1;VILLA DE VALLECAS             ;CAMINO DEL POZO DEL TIO RAIMUNDO                                                                  ;1;CAÍDA BICICLETA                         ;BICICLETA  
17/05/2017 0:00;DE 16:00 A 16:59;1;CIUDAD LINEAL                 ;CALLE DE JOSEFA VALCARCEL                                                                         ;2;COLISIÓN DOBLE                          ;BICICLETA  
17/05/2017 0:00;DE 19:00 A 19:59;1;SAN BLAS                      ;CALLE DE ZAPARDIEL - CALLE DE ZUBIA                                                                 ;;CAÍDA BICICLETA                         ;BICICLETA  
18/05/2017 0:00;DE 17:00 A 17:59;1;RETIRO                        ;AVENIDA DE NAZARET                                                                                ;8;CAÍDA BICICLETA                         ;BICICLETA  
18/05/2017 0:00;DE 17:00 A 17:59;1;LATINA                        ;PARQUE DE LA CASA DE CAMPO                                                                          ;          ;CAÍDA BICICLETA                         ;BICICLETA  
19/05/2017 0:00;DE 9:00 A 9:59;1;SALAMANCA                     ;CALLE DEL MARQUES DE VILLAMAGNA                                                                   ;6;COLISIÓN DOBLE                          ;BICICLETA  
19/05/2017 0:00;DE 16:00 A 16:59;1;CENTRO                        ;CALLE DE ALCALA                                                                                   ;4;COLISIÓN DOBLE                          ;BICICLETA  
20/05/2017 0:00;DE 9:00 A 9:59;1;CENTRO                        ;CALLE DE SEGOVIA                                                                                  ;18;COLISIÓN DOBLE                          ;BICICLETA  
21/05/2017 0:00;DE 19:00 A 19:59;1;CENTRO                        ;CALLE DE SAN MATEO                                                                                ;8;CAÍDA BICICLETA                         ;BICICLETA  
23/05/2017 0:00;DE 10:00 A 10:59;1;RETIRO                        ;CALLE DE ALCALA                                                                                   ;52;CAÍDA BICICLETA                         ;BICICLETA  
24/05/2017 0:00;DE 9:00 A 9:59;1;CENTRO                        ;CALLE DE LA PRINCESA                                                                              ;2;COLISIÓN DOBLE                          ;BICICLETA  
24/05/2017 0:00;DE 19:00 A 19:59;1;CENTRO                        ;CALLE DE FUENCARRAL - PLAZUELA DE ANTONIO VEGA                                                      ;          ;COLISIÓN DOBLE                          ;BICICLETA  
24/05/2017 0:00;DE 20:00 A 20:59;1;HORTALEZA                     ;CALLE DE LOS PADRES DOMINICOS - CALLE DE MANUEL POMBO ANGULO                                        ;;COLISIÓN DOBLE                          ;BICICLETA  
25/05/2017 0:00;DE 8:00 A 8:59;1;CHAMARTIN                     ;AVENIDA DE ALFONSO XIII                                                                           ;51;COLISIÓN DOBLE                          ;BICICLETA  
25/05/2017 0:00;DE 9:00 A 9:59;1;MONCLOA-ARAVACA               ;PASEO DE LOS PLATANOS                                                                               ;;CAÍDA BICICLETA                         ;BICICLETA  
25/05/2017 0:00;DE 12:00 A 12:59;1;CENTRO                        ;PLAZA DE CIBELES                                                                                  ;2;CAÍDA BICICLETA                         ;BICICLETA  
25/05/2017 0:00;DE 17:00 A 17:59;1;CENTRO                        ;CALLE DE LAVAPIES                                                                                 ;47;CAÍDA BICICLETA                         ;BICICLETA  
25/05/2017 0:00;DE 19:00 A 19:59;1;RETIRO                        ;CALLE DE O'DONNELL                                                                                ;26;CAÍDA BICICLETA                         ;BICICLETA  
25/05/2017 0:00;DE 23:00 A 23:59;1;CENTRO                        ;CALLE  GRAN VIA                                                                                   ;19;CAÍDA BICICLETA                         ;BICICLETA  
26/05/2017 0:00;DE 14:00 A 14:59;2;CHAMBERI                      ;CALLE DE ALONSO CANO - CALLE DE ESPRONCEDA                                                          ;;COLISIÓN MÚLTIPLE                       ;BICICLETA  
27/05/2017 0:00;DE 13:00 A 13:59;1;PUENTE DE VALLECAS            ;AVENIDA DE LA ALBUFERA - AVENIDA DE MIGUEL HERNANDEZ                                                ;;CAÍDA BICICLETA                         ;BICICLETA  
27/05/2017 0:00;DE 14:00 A 14:59;1;FUENCARRAL-EL PARDO           ;AVENIDA DE MONFORTE DE LEMOS                                                                      ;2;COLISIÓN DOBLE                          ;BICICLETA  
28/05/2017 0:00;DE 00:00 A 00:59;1;MONCLOA-ARAVACA               ;CALLE DE CADARSO - CUESTA DE SAN VICENTE                                                            ;;COLISIÓN DOBLE                          ;BICICLETA  
28/05/2017 0:00;DE 14:00 A 14:59;1;SALAMANCA                     ;CALLE DE JUAN BRAVO                                                                               ;20;COLISIÓN DOBLE                          ;BICICLETA  
29/05/2017 0:00;DE 6:00 A 6:59;1;SAN BLAS                      ;CALLE DE ALBASANZ - CALLE DE ALFONSO GOMEZ                                                          ;;CAÍDA BICICLETA                         ;BICICLETA  
29/05/2017 0:00;DE 7:00 A 7:59;1;PUENTE DE VALLECAS            ;CALLE DE CARLOS SOLE - CALLE DE JOSE PAULETE                                                        ;;COLISIÓN DOBLE                          ;BICICLETA  
29/05/2017 0:00;DE 10:00 A 10:59;1;SALAMANCA                     ;PASEO DE LA CASTELLANA                                                                            ;42;COLISIÓN DOBLE                          ;BICICLETA  
29/05/2017 0:00;DE 11:00 A 11:59;1;CHAMARTIN                     ;CALLE DE JOAQUIN COSTA - PASEO DE LA CASTELLANA                                                     ;;CAÍDA BICICLETA                         ;BICICLETA  
29/05/2017 0:00;DE 13:00 A 13:59;1;CIUDAD LINEAL                 ;AVENIDA DEL MARQUES DE CORBERA                                                                    ;14;ATROPELLO                               ;BICICLETA  
29/05/2017 0:00;DE 16:00 A 16:59;1;CENTRO                        ;CALLE DE SOMBRERETE - CALLE DEL MESON DE PAREDES                                                    ;;COLISIÓN DOBLE                          ;BICICLETA  
29/05/2017 0:00;DE 19:00 A 19:59;1;CHAMARTIN                     ;CALLE DE MAURICIO LEGENDRE                                                                        ;17;CAÍDA BICICLETA                         ;BICICLETA  
29/05/2017 0:00;DE 19:00 A 19:59;1;PUENTE DE VALLECAS            ;CALLE DE ANTONIO MAIRENA                                                                          ;4;COLISIÓN DOBLE                          ;BICICLETA  
30/05/2017 0:00;DE 10:00 A 10:59;1;RETIRO                        ;PARQUE DEL RETIRO                                                                                   ;;CAÍDA BICICLETA                         ;BICICLETA  
30/05/2017 0:00;DE 12:00 A 12:59;1;MONCLOA-ARAVACA               ;AVENIDA DE PABLO IGLESIAS - CALLE DE JUAN MONTALVO                                                  ;;CAÍDA BICICLETA                         ;BICICLETA  
30/05/2017 0:00;DE 20:00 A 20:59;1;MONCLOA-ARAVACA               ;CARRETERA DEL PARQUE DE ATRACCIONES                                                               ;1;CAÍDA BICICLETA                         ;BICICLETA  
31/05/2017 0:00;DE 17:00 A 17:59;1;CARABANCHEL                   ;CALLE DEL GENERAL RICARDOS                                                                        ;49;COLISIÓN DOBLE                          ;BICICLETA  
31/05/2017 0:00;DE 17:00 A 17:59;1;SAN BLAS                      ;CALLE DE AMPOSTA - CALLE DE POBLADURA DEL VALLE                                                     ;;COLISIÓN DOBLE                          ;BICICLETA  
31/05/2017 0:00;DE 20:00 A 20:59;2;CENTRO                        ;CALLE DE SOMBRERETE - CALLE DEL MESON DE PAREDES                                                    ;;COLISIÓN DOBLE                          ;BICICLETA  
